query,start,end,day_count
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2019-02-07T00:00:00.000Z,2019-02-08T00:00:00.000Z,139
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2019-02-08T00:00:00.000Z,2019-02-09T00:00:00.000Z,97
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2019-02-09T00:00:00.000Z,2019-02-10T00:00:00.000Z,78
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2019-02-10T00:00:00.000Z,2019-02-11T00:00:00.000Z,56
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2019-02-11T00:00:00.000Z,2019-02-12T00:00:00.000Z,125
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2019-02-12T00:00:00.000Z,2019-02-13T00:00:00.000Z,93
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2019-02-13T00:00:00.000Z,2019-02-14T00:00:00.000Z,114
(from:johnbradysf) OR (from:mannixflynn) OR (from:marcmacsharry) OR (from:marianharkin) OR (from:martinheydonfg) OR (from:maryloumcdonald) OR (from:mattcarthy) OR (from:mattiemcgrathtd) OR (from:mcconalogue) OR (from:mhealyrae) OR (from:michaelcolreavy) OR (from:creedcnw) OR (from:michealmartintd) OR (from:mitchelloconnor) OR (from:murphyeoghan) OR (from:nealerichmond) OR (from:niallcollinstd) OR (from:padraigmacl) OR (from:paschald) OR (from:patbreen1) OR (from:patburtonfg) OR (from:patdeeringfg) OR (from:pauldonnellysf) OR (from:campaign4kehoe) OR (from:paulmcauliffe) OR (from:paulmurphy_TD) OR (from:pearsedoherty) OR (from:peterburkefg) OR (from:podonovan) OR (from:rboydbarrett) OR (from:rebeccamoy) OR (from:reginado) OR (from:richardbrutontd) OR (from:roberttroytd) OR (from:roisinshortall) OR (from:ruairiquinntd) OR (from:seankynesenator) OR (from:seansherlocktd) OR (from:simoncoveney) OR (from:simonharristd) OR (from:thomaspringletd) OR (from:toibin1) OR (from:willieodealive) OR (from:chrisandrews64),2019-02-14T00:00:00.000Z,2019-02-15T00:00:00.000Z,114
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2019-02-01T00:00:00.000Z,2019-02-02T00:00:00.000Z,77
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2019-02-02T00:00:00.000Z,2019-02-03T00:00:00.000Z,73
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2019-02-03T00:00:00.000Z,2019-02-04T00:00:00.000Z,54
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2019-02-04T00:00:00.000Z,2019-02-05T00:00:00.000Z,63
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2019-02-05T00:00:00.000Z,2019-02-06T00:00:00.000Z,113
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2019-02-06T00:00:00.000Z,2019-02-07T00:00:00.000Z,107
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2019-02-07T00:00:00.000Z,2019-02-08T00:00:00.000Z,88
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2019-02-08T00:00:00.000Z,2019-02-09T00:00:00.000Z,72
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2019-02-09T00:00:00.000Z,2019-02-10T00:00:00.000Z,75
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2019-02-10T00:00:00.000Z,2019-02-11T00:00:00.000Z,61
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2019-02-11T00:00:00.000Z,2019-02-12T00:00:00.000Z,126
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2019-02-12T00:00:00.000Z,2019-02-13T00:00:00.000Z,79
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2019-02-13T00:00:00.000Z,2019-02-14T00:00:00.000Z,76
(from:mickbarrytd) OR (from:berrycathal) OR (from:brophytalks) OR (from:jamesbrownetd) OR (from:browne4dail) OR (from:patbuckleysfme) OR (from:colmburketd) OR (from:marybutlertd) OR (from:thomasbyrnetd) OR (from:jackiecahillff) OR (from:hollycairnstd) OR (from:seancanney) OR (from:carrolljennifer) OR (from:jackfchambers) OR (from:sorcaclarke_td) OR (from:michaelc_ind_td) OR (from:conwaywalsh) OR (from:costellop) OR (from:readacronin) OR (from:cathalcrowetd) OR (from:seancrowetd) OR (from:alan_dillon) OR (from:fnduffy) OR (from:farrell_mairead) OR (from:michaelfitzmau1) OR (from:pfitzpatricktd) OR (from:joefla) OR (from:seanflemingtd) OR (from:normafoleytd1) OR (from:kathleensf1) OR (from:garygannontd) OR (from:thomasgouldsf) OR (from:johnnyguirke) OR (from:sean_haughey) OR (from:emerhigginstd) OR (from:neasa_neasa) OR (from:brendanhowlin) OR (from:hhumphreysfg) OR (from:ginosocialist) OR (from:martin_kenny) OR (from:clairekerrane) OR (from:johnlahart) OR (from:lawlessj) OR (from:brianleddin),2019-02-14T00:00:00.000Z,2019-02-15T00:00:00.000Z,132
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2019-02-01T00:00:00.000Z,2019-02-02T00:00:00.000Z,128
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2019-02-02T00:00:00.000Z,2019-02-03T00:00:00.000Z,58
