query,start,end,day_count
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2019-02-03T00:00:00.000Z,2019-02-04T00:00:00.000Z,34
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2019-02-04T00:00:00.000Z,2019-02-05T00:00:00.000Z,75
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2019-02-05T00:00:00.000Z,2019-02-06T00:00:00.000Z,111
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2019-02-06T00:00:00.000Z,2019-02-07T00:00:00.000Z,149
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2019-02-07T00:00:00.000Z,2019-02-08T00:00:00.000Z,138
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2019-02-08T00:00:00.000Z,2019-02-09T00:00:00.000Z,90
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2019-02-09T00:00:00.000Z,2019-02-10T00:00:00.000Z,77
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2019-02-10T00:00:00.000Z,2019-02-11T00:00:00.000Z,75
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2019-02-11T00:00:00.000Z,2019-02-12T00:00:00.000Z,97
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2019-02-12T00:00:00.000Z,2019-02-13T00:00:00.000Z,89
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2019-02-13T00:00:00.000Z,2019-02-14T00:00:00.000Z,96
(from:michael_lowry) OR (from:josephamadigan) OR (from:cathmartingreen) OR (from:stevengreen1) OR (from:hmcentee) OR (from:mmcgrathtd) OR (from:mchughjoetd) OR (from:mimcnamaratd) OR (from:dmitchelltd) OR (from:aindriasmoynih1) OR (from:mmoynihantd) OR (from:imeldamunster) OR (from:jenmurnaneoconn) OR (from:veronamurphyind) OR (from:johnnymythensf) OR (from:cnolanoffaly) OR (from:noonan_malcolm) OR (from:darraghobrientd) OR (from:joefingalgreen) OR (from:ocallaghancian) OR (from:ocallaghanjim) OR (from:jamesoconnortd) OR (from:richardodonoghu) OR (from:rodericogorman) OR (from:loreillysf) OR (from:orourke_darren) OR (from:cosullivantd) OR (from:padraigosull) OR (from:jpphelan) OR (from:quinlivantd) OR (from:annerabbitte) OR (from:ryan_patricia) OR (from:mattshanahantd) OR (from:bridsmithtd) OR (from:duncansmithtd) OR (from:niamhsmythtd) OR (from:smytho) OR (from:brianstanleysf) OR (from:paulinetullytd) OR (from:leovaradkar) OR (from:wardy1916) OR (from:whitmorejen) OR (from:wynnetd) OR (from:eoinobroin),2019-02-14T00:00:00.000Z,2019-02-15T00:00:00.000Z,122
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2019-02-01T00:00:00.000Z,2019-02-02T00:00:00.000Z,10
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2019-02-02T00:00:00.000Z,2019-02-03T00:00:00.000Z,8
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2019-02-03T00:00:00.000Z,2019-02-04T00:00:00.000Z,7
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2019-02-04T00:00:00.000Z,2019-02-05T00:00:00.000Z,4
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2019-02-05T00:00:00.000Z,2019-02-06T00:00:00.000Z,13
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2019-02-06T00:00:00.000Z,2019-02-07T00:00:00.000Z,15
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2019-02-07T00:00:00.000Z,2019-02-08T00:00:00.000Z,9
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2019-02-08T00:00:00.000Z,2019-02-09T00:00:00.000Z,8
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2019-02-09T00:00:00.000Z,2019-02-10T00:00:00.000Z,5
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2019-02-10T00:00:00.000Z,2019-02-11T00:00:00.000Z,2
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2019-02-11T00:00:00.000Z,2019-02-12T00:00:00.000Z,4
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2019-02-12T00:00:00.000Z,2019-02-13T00:00:00.000Z,14
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2019-02-13T00:00:00.000Z,2019-02-14T00:00:00.000Z,15
(from:marckc_green) OR (from:sofearghail_td) OR (from:donnchadhol) OR (from:romurchu),2019-02-14T00:00:00.000Z,2019-02-15T00:00:00.000Z,10
